Id2,Geography, SEX AND AGE - Total population, SEX AND AGE - Total population - Male, SEX AND AGE - Total population - Female, SEX AND AGE - Median age (years), SEX AND AGE - Under 18 years, SEX AND AGE - Under 18 years - Male, SEX AND AGE - Under 18 years - Female, SEX AND AGE - 18 years and over, SEX AND AGE - 18 years and over - Male, SEX AND AGE - 18 years and over - Female, SEX AND AGE - 18 to 34 years, SEX AND AGE - 18 to 34 years - Male, SEX AND AGE - 18 to 34 years - Female, SEX AND AGE - 35 to 64 years, SEX AND AGE - 35 to 64 years - Male, SEX AND AGE - 35 to 64 years - Female, SEX AND AGE - 65 years and over, SEX AND AGE - 65 years and over - Male, SEX AND AGE - 65 years and over - Female, MARITAL STATUS - Male 15 years and over - Never married, RESPONSIBILITY FOR GRANDCHILDREN UNDER 18 YEARS - Population 30 years and over, RESIDENCE 1 YEAR AGO - Population 1 year and over - Different house in the U.S. - Different county - Different state, RESIDENCE 1 YEAR AGO - Population 1 year and over - Abroad,"Estimate; INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Mean earnings (dollars) for full-time, year-round workers: - Male","Estimate; INCOME IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Mean earnings (dollars) for full-time, year-round workers: - Female", POVERTY RATES FOR FAMILIES AND PEOPLE FOR WHOM POVERTY STATUS IS DETERMINED - All people,YEAR
38860,"Portland-South Portland, ME Metro Area",519900,48.7,51.3,43.3,103214,51.9,48.1,416686,47.9,52.1,106110,50.3,49.7,223764,48.4,51.6,86812,43.8,56.2,32.5,340206,3.9,0.5,65267,48615,11.4,2013
38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2315089,49.5,50.5,37.5,528225,51.6,48.4,1786864,48.9,51.1,541586,49.9,50.1,948362,49.8,50.2,296916,44.1,55.9,34.9,1425039,3.9,0.6,68942,53582,13.5,2013
39300,"Providence-Warwick, RI-MA Metro Area",1604291,48.7,51.3,40.0,330936,52.0,48.0,1273355,47.9,52.1,374173,50.2,49.8,650861,48.6,51.4,248321,42.4,57.6,38.2,997105,2.7,0.6,67539,52184,14.3,2013
39340,"Provo-Orem, UT Metro Area",562338,50.4,49.6,24.4,196411,51.5,48.5,365927,49.9,50.1,175658,50.5,49.5,150310,50.3,49.7,39959,45.6,54.4,34.2,232894,4.8,1.1,66738,36936,13.7,2013
39580,"Raleigh, NC Metro Area",1214516,48.8,51.2,35.7,308348,51.0,49.0,906168,48.1,51.9,283487,50.0,50.0,498514,48.2,51.8,124167,43.0,57.0,36.5,710251,2.8,0.6,73587,51553,12.0,2013
40060,"Richmond, VA Metro Area",1248513,48.3,51.7,38.1,282726,50.6,49.4,965787,47.6,52.4,293841,49.6,50.4,506484,48.1,51.9,165462,42.2,57.8,38.6,756567,2.4,0.4,67126,49197,13.9,2013
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4380878,49.8,50.2,33.3,1193974,51.1,48.9,3186904,49.3,50.7,1087938,51.3,48.7,1596333,49.3,50.7,502633,45.1,54.9,39.4,2396890,1.2,0.6,56512,45945,18.2,2013
40380,"Rochester, NY Metro Area",1083278,48.6,51.4,39.7,233042,51.0,49.0,850236,47.9,52.1,253428,50.1,49.9,429777,48.5,51.5,167031,43.3,56.7,38.0,661480,1.5,0.5,63436,46811,14.7,2013
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2215770,49.1,50.9,36.6,530218,51.2,48.8,1685552,48.4,51.6,531909,50.4,49.6,853476,48.6,51.4,300167,44.0,56.0,37.3,1304626,1.0,0.6,69553,54998,16.6,2013
41180,"St. Louis, MO-IL Metro Area",2799609,48.5,51.5,38.6,643436,51.4,48.6,2156173,47.6,52.4,629395,49.5,50.5,1122298,48.3,51.7,404480,42.5,57.5,34.4,1714350,2.0,0.3,69972,47347,12.9,2013
41620,"Salt Lake City, UT Metro Area",1140483,50.2,49.8,31.8,329392,51.2,48.8,811091,49.9,50.1,302174,51.0,49.0,402975,50.3,49.7,105942,45.0,55.0,34.2,605682,2.8,0.6,65317,43153,12.4,2013
41700,"San Antonio-New Braunfels, TX Metro Area",2277516,49.3,50.7,34.2,593070,50.9,49.1,1684446,48.7,51.3,568349,51.5,48.5,846040,48.4,51.6,270057,43.9,56.1,36.7,1278592,2.2,0.7,56911,42851,16.3,2013
41740,"San Diego-Carlsbad, CA Metro Area",3211252,50.3,49.7,35.1,726396,51.2,48.8,2484856,50.0,50.0,875905,53.3,46.7,1212658,49.6,50.4,396293,43.9,56.1,40.1,1852396,2.2,1.0,69028,53775,15.2,2013
41860,"San Francisco-Oakland-Hayward, CA Metro Area",4516276,49.4,50.6,38.7,931152,51.2,48.8,3585124,48.9,51.1,1080572,50.6,49.4,1885718,49.7,50.3,618834,43.7,56.3,39.6,2858846,1.6,1.0,95861,72756,11.5,2013
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1919641,50.3,49.7,36.7,451538,51.1,48.9,1468103,50.0,50.0,456761,52.2,47.8,782051,50.3,49.7,229291,44.3,55.7,36.2,1157718,1.6,1.8,101081,73119,10.5,2013
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",562037,48.9,51.1,42.6,111803,51.3,48.7,450234,48.3,51.7,120597,51.0,49.0,225012,49.8,50.2,104625,42.0,58.0,37.1,361878,2.0,0.4,55413,39884,15.5,2013
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3610105,49.9,50.1,37.0,804577,51.0,49.0,2805528,49.6,50.4,893806,51.4,48.6,1480408,50.1,49.9,431314,44.1,55.9,36.6,2196339,3.3,1.0,79865,58428,12.6,2013
44060,"Spokane-Spokane Valley, WA Metro Area",535189,49.8,50.2,38.1,121753,51.9,48.1,413436,49.2,50.8,126530,50.6,49.4,208200,49.9,50.1,78706,45.1,54.9,34.5,321443,2.7,0.3,58258,44329,16.8,2013
44140,"Springfield, MA Metro Area",626915,47.9,52.1,38.0,131068,51.7,48.3,495847,46.8,53.2,162698,48.1,51.9,239933,47.6,52.4,93216,42.6,57.4,40.7,369388,2.2,0.6,65479,50935,16.8,2013
44700,"Stockton-Lodi, CA Metro Area",704379,49.8,50.2,33.5,198545,51.5,48.5,505834,49.2,50.8,168449,51.3,48.7,256918,49.5,50.5,80467,43.8,56.2,38.0,384492,0.9,0.3,57035,46581,19.9,2013
45060,"Syracuse, NY Metro Area",661934,48.7,51.3,39.1,144352,51.1,48.9,517582,48.0,52.0,157278,49.9,50.1,262240,48.7,51.3,98064,43.2,56.8,38.7,399004,2.2,0.5,64083,46533,16.0,2013
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2870569,48.4,51.6,41.9,593537,51.2,48.8,2277032,47.7,52.3,602542,49.5,50.5,1147519,48.3,51.7,526971,44.3,55.7,34.2,1852852,2.9,0.7,60476,45966,15.4,2013
45780,"Toledo, OH Metro Area",608145,48.5,51.5,37.2,138507,50.9,49.1,469638,47.8,52.2,150135,49.7,50.3,234117,48.6,51.4,85386,42.7,57.3,39.0,356203,1.5,0.4,61841,43871,19.5,2013
46060,"Tucson, AZ Metro Area",996554,49.3,50.7,38.0,219672,51.2,48.8,776882,48.8,51.2,243459,51.2,48.8,362382,48.9,51.1,171041,45.1,54.9,38.1,595755,3.8,0.8,58780,44148,19.5,2013
46140,"Tulsa, OK Metro Area",961321,49.1,50.9,36.8,241950,51.4,48.6,719371,48.3,51.7,216981,50.0,50.0,369901,48.9,51.1,132489,43.9,56.1,30.3,567647,2.1,0.4,60451,41755,14.8,2013
46520,"Urban Honolulu, HI Metro Area",983429,50.7,49.3,37.0,213373,51.2,48.8,770056,50.5,49.5,255841,55.0,45.0,361639,50.3,49.7,152576,43.4,56.6,37.8,585411,5.1,1.4,60977,48472,9.4,2013
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1706816,49.3,50.7,35.3,386914,51.3,48.7,1319902,48.8,51.2,459854,52.1,47.9,645833,48.3,51.7,214215,43.1,56.9,38.7,979099,4.3,0.7,58933,43656,13.0,2013
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5950214,48.8,51.2,36.3,1390618,50.8,49.2,4559596,48.2,51.8,1469585,49.8,50.2,2432949,48.5,51.5,657062,43.6,56.4,38.6,3559078,4.0,1.3,89217,68923,8.5,2013
48620,"Wichita, KS Metro Area",637989,49.6,50.4,35.3,168244,50.9,49.1,469745,49.2,50.8,148344,51.5,48.5,238315,49.6,50.4,83086,43.7,56.3,31.6,364482,1.9,0.4,59266,41466,14.9,2013
49180,"Winston-Salem, NC Metro Area",650820,48.3,51.7,40.2,150215,51.5,48.5,500605,47.3,52.7,134901,48.7,51.3,265356,48.0,52.0,100348,43.5,56.5,33.0,404740,1.9,0.3,58304,43722,20.0,2013
49340,"Worcester, MA-CT Metro Area",926710,49.3,50.7,39.7,204581,51.1,48.9,722129,48.8,51.2,206062,50.9,49.1,387321,49.5,50.5,128746,43.4,56.6,37.2,571960,1.7,0.5,70259,52711,13.3,2013
49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",555506,48.7,51.3,43.6,115428,51.3,48.7,440078,48.1,51.9,109312,50.8,49.2,225380,49.3,50.7,105386,42.7,57.3,33.8,361250,2.0,0.2,53271,39235,17.4,2013
1,Alabama,4785298,48.5,51.5,37.8,1135428,51.3,48.7,3649870,47.7,52.3,1090002,49.3,50.7,1901894,48.6,51.4,657974,42.4,57.6,32.5,2855288,2.3,0.3,54855,37733,19.0,2010
2,Alaska,713985,52.2,47.8,33.8,188385,52.2,47.8,525600,52.2,47.8,178713,53.3,46.7,293548,52.2,47.8,53339,47.9,52.1,35.5,395738,5.2,0.8,66610,49486,9.9,2010
4,Arizona,6413737,49.7,50.3,35.9,1632411,51.3,48.7,4781326,49.2,50.8,1494008,51.4,48.6,2400523,49.2,50.8,886795,45.6,54.4,35.3,3705884,3.5,0.6,58435,43363,17.4,2010
5,Arkansas,2921606,49.0,51.0,37.3,711130,50.8,49.2,2210476,48.4,51.6,659101,50.4,49.6,1131300,48.9,51.1,420075,43.7,56.3,29.5,1732368,2.7,0.3,50124,35216,18.8,2010
6,California,37349363,49.7,50.3,35.2,9307229,51.2,48.8,28042134,49.2,50.8,9268387,51.5,48.5,14504252,49.5,50.5,4269495,43.5,56.5,39.8,21365473,1.2,0.7,67259,51973,15.8,2010
8,Colorado,5049071,50.1,49.9,36.0,1228678,51.4,48.6,3820393,49.7,50.3,1220647,51.7,48.3,2048108,50.0,50.0,551638,44.4,55.6,34.4,2957299,3.7,0.7,65319,47758,13.4,2010
9,Connecticut,3577073,48.6,51.4,40.0,815288,51.1,48.9,2761785,47.9,52.1,749152,50.4,49.6,1504480,48.6,51.4,508153,42.0,58.0,36.3,2220488,2.2,0.6,84265,55670,10.1,2010
10,Delaware,899769,48.5,51.5,38.8,206069,51.2,48.8,693700,47.7,52.3,203437,50.0,50.0,360793,47.9,52.1,129470,43.8,56.2,35.3,544473,3.5,0.5,62697,46237,11.8,2010
11,District of Columbia,604453,47.3,52.7,33.9,101267,50.9,49.1,503186,46.5,53.5,212684,46.4,53.6,221075,48.8,51.2,69427,39.9,60.1,58.9,346074,8.6,1.2,90115,70613,19.2,2010
12,Florida,18843326,48.9,51.1,40.7,3999519,51.2,48.8,14843807,48.3,51.7,4037578,50.7,49.3,7533030,48.6,51.4,3273199,44.5,55.5,33.9,11916411,2.6,0.8,55661,40573,16.5,2010
13,Georgia,9712587,48.8,51.2,35.4,2494521,51.2,48.8,7218066,48.0,52.0,2305346,49.8,50.2,3878822,48.5,51.5,1033898,42.3,57.7,35.4,5574815,2.6,0.5,59177,42505,17.9,2010
15,Hawaii,1363621,50.2,49.8,38.7,303661,51.7,48.3,1059960,49.7,50.3,313982,52.6,47.4,547852,50.0,50.0,198126,44.4,55.6,37.8,832919,4.0,1.3,55182,43155,10.7,2010
16,Idaho,1571450,50.1,49.9,34.7,428960,51.6,48.4,1142490,49.6,50.4,364101,50.5,49.5,581548,50.2,49.8,196841,46.0,54.0,28.3,881763,3.6,0.4,53496,35465,15.7,2010
17,Illinois,12843166,49.0,51.0,36.6,3125930,51.1,48.9,9717236,48.3,51.7,3026150,50.4,49.6,5076264,49.1,50.9,1614822,42.0,58.0,37.2,7559038,1.6,0.5,66762,47339,13.8,2010
18,Indiana,6490621,49.3,50.7,36.9,1606115,51.4,48.6,4884506,48.6,51.4,1483224,50.6,49.4,2558291,49.4,50.6,842991,42.5,57.5,32.6,3812121,2.0,0.4,56431,39229,15.3,2010
19,Iowa,3049883,49.4,50.6,38.2,724674,50.9,49.1,2325209,48.9,51.1,689446,51.0,49.0,1182940,50.1,49.9,452823,42.6,57.4,31.3,1821897,2.4,0.4,53648,38331,12.6,2010
20,Kansas,2859169,49.6,50.4,36.2,726826,51.3,48.7,2132343,49.0,51.0,664158,51.1,48.9,1089150,49.7,50.3,379035,43.1,56.9,31.6,1646108,3.4,0.4,56731,39262,13.6,2010
21,Kentucky,4346266,49.2,50.8,38.0,1021336,51.7,48.3,3324930,48.5,51.5,985205,50.4,49.6,1760204,49.2,50.8,579521,42.9,57.1,30.8,2621425,2.8,0.5,52996,37455,19.0,2010
22,Louisiana,4544228,49.0,51.0,35.9,1118052,51.3,48.7,3426176,48.3,51.7,1102853,50.2,49.8,1763734,48.9,51.1,559589,42.5,57.5,37.0,2619587,2.2,0.3,57585,36760,18.7,2010
23,Maine,1327567,48.9,51.1,42.7,273651,51.5,48.5,1053916,48.2,51.8,261459,49.9,50.1,581615,49.0,51.0,210842,43.9,56.1,31.0,863815,2.1,0.2,55279,39616,12.9,2010
24,Maryland,5785982,48.4,51.6,38.0,1351772,51.1,48.9,4434210,47.6,52.4,1328020,49.8,50.2,2395938,47.9,52.1,710252,42.4,57.6,36.8,3477975,2.9,0.8,74294,56675,9.9,2010
25,Massachusetts,6557254,48.3,51.7,39.1,1417121,51.1,48.9,5140133,47.6,52.4,1525783,49.6,50.4,2708234,48.4,51.6,906116,41.8,58.2,38.7,4017844,2.2,0.9,78162,55859,11.4,2010
26,Michigan,9877574,49.1,50.9,39.0,2334907,51.3,48.7,7542667,48.4,51.6,2134813,50.4,49.6,4042349,49.2,50.8,1365505,43.2,56.8,34.9,5983997,1.2,0.5,60460,43342,16.8,2010
27,Minnesota,5310584,49.6,50.4,37.5,1283653,51.2,48.8,4026931,49.1,50.9,1216892,50.8,49.2,2123345,49.9,50.1,686694,43.6,56.4,34.6,3153792,1.7,0.5,64442,47047,11.6,2010
28,Mississippi,2970036,48.5,51.5,36.1,753168,51.0,49.0,2216868,47.7,52.3,688426,49.8,50.2,1145686,48.4,51.6,382756,41.9,58.1,34.9,1713105,2.5,0.3,48778,34529,22.4,2010
29,Missouri,5996231,48.9,51.1,38.0,1417571,51.2,48.8,4578660,48.2,51.8,1368851,50.0,50.0,2366924,49.0,51.0,842885,43.0,57.0,32.1,3583685,2.5,0.3,55989,39882,15.3,2010
30,Montana,990898,50.4,49.6,40.1,222600,52.1,47.9,768298,49.9,50.1,216528,52.1,47.9,404276,50.0,50.0,147494,46.2,53.8,30.5,609972,3.6,0.3,51396,36319,14.6,2010
31,Nebraska,1830429,49.5,50.5,36.3,460366,51.0,49.0,1370063,49.0,51.0,427511,50.9,49.1,694659,50.0,50.0,247893,42.9,57.1,32.4,1058591,2.8,0.4,53849,38071,12.9,2010
32,Nevada,2704642,50.5,49.5,36.3,664773,51.2,48.8,2039869,50.3,49.7,636665,51.5,48.5,1076071,50.4,49.6,327133,47.3,52.7,35.0,1594969,3.8,0.6,57095,44307,14.9,2010
33,New Hampshire,1316759,49.2,50.8,41.3,285764,50.9,49.1,1030995,48.7,51.3,266909,49.8,50.2,584437,49.5,50.5,179649,44.3,55.7,30.5,835956,3.0,0.4,67852,46345,8.3,2010
34,New Jersey,8801624,48.7,51.3,39.0,2062812,51.1,48.9,6738812,47.9,52.1,1877357,50.7,49.3,3670425,48.5,51.5,1191030,41.6,58.4,36.4,5422077,1.5,0.6,80071,55879,10.3,2010
35,New Mexico,2065932,49.4,50.6,36.7,518646,50.9,49.1,1547286,48.9,51.1,469814,51.4,48.6,802085,48.8,51.2,275387,45.2,54.8,35.4,1202589,3.6,0.5,51573,39662,20.4,2010
36,New York,19392283,48.4,51.6,38.0,4312463,51.2,48.8,15079820,47.6,52.4,4649259,49.9,50.1,7806513,48.3,51.7,2624048,41.5,58.5,40.5,11711242,1.4,0.8,70791,52862,14.9,2010
37,North Carolina,9561558,48.7,51.3,37.3,2284243,51.3,48.7,7277315,47.9,52.1,2195097,50.0,50.0,3842499,48.4,51.6,1239719,42.4,57.6,33.3,5704933,2.8,0.6,55933,40264,17.5,2010
38,North Dakota,674499,50.9,49.1,37.4,150457,52.7,47.3,524042,50.4,49.6,169990,53.5,46.5,255977,51.0,49.0,98075,43.6,56.4,35.8,393435,4.5,0.5,53303,35985,13.0,2010
39,Ohio,11536182,48.8,51.2,38.9,2720846,51.0,49.0,8815336,48.1,51.9,2513698,50.2,49.8,4675860,49.1,50.9,1625778,42.3,57.7,33.5,6999680,1.5,0.3,57746,41796,15.8,2010
40,Oklahoma,3761702,49.3,50.7,36.3,930924,50.8,49.2,2830778,48.9,51.1,888220,51.0,49.0,1432769,49.4,50.6,509789,43.6,56.4,30.7,2183400,2.9,0.4,52217,35908,16.9,2010
41,Oregon,3838957,49.5,50.5,38.5,866511,51.6,48.4,2972446,49.0,51.0,882537,50.6,49.4,1555016,49.6,50.4,534893,44.4,55.6,32.6,2349945,3.1,0.5,58752,43059,15.8,2010
42,Pennsylvania,12709630,48.7,51.3,40.2,2785174,51.2,48.8,9924456,48.0,52.0,2781552,50.3,49.7,5177399,49.1,50.9,1965505,41.9,58.1,35.9,7877924,1.9,0.4,62270,44463,13.4,2010
44,Rhode Island,1052886,48.3,51.7,39.6,224023,51.3,48.7,828863,47.4,52.6,245501,49.8,50.2,431179,48.3,51.7,152183,41.2,58.8,39.8,644850,3.1,1.0,64714,49103,14.0,2010
45,South Carolina,4636312,48.6,51.4,37.8,1081430,50.7,49.3,3554882,48.0,52.0,1067952,50.4,49.6,1852000,48.2,51.8,634930,43.1,56.9,35.2,2772777,3.3,0.4,53812,37745,18.2,2010
46,South Dakota,816463,50.4,49.6,37.3,202080,52.3,47.7,614383,49.7,50.3,185804,52.4,47.6,310672,50.3,49.7,117907,43.9,56.1,33.5,476349,3.2,0.3,50060,35445,14.4,2010
47,Tennessee,6356897,48.7,51.3,38.0,1497234,51.2,48.8,4859663,47.9,52.1,1431927,49.7,50.3,2567814,48.7,51.3,859922,42.8,57.2,31.4,3832816,2.5,0.4,56025,38818,17.7,2010
48,Texas,25257114,49.6,50.4,33.6,6887547,51.2,48.8,18369567,49.0,51.0,6204986,50.7,49.3,9545638,49.4,50.6,2618943,43.6,56.4,34.6,13930894,2.0,0.7,58958,41371,17.9,2010
49,Utah,2776469,50.3,49.7,29.2,873676,51.7,48.3,1902793,49.7,50.3,767145,50.7,49.3,884848,50.1,49.9,250800,45.3,54.7,31.3,1352668,2.9,0.6,58579,38757,13.2,2010
50,Vermont,625960,49.2,50.8,41.5,129661,51.6,48.4,496299,48.6,51.4,134985,50.6,49.4,270083,49.1,50.9,91231,44.3,55.7,34.2,395506,3.6,0.5,56411,42320,12.7,2010
51,Virginia,8024617,49.1,50.9,37.5,1853621,51.4,48.6,6170996,48.4,51.6,1894592,50.5,49.5,3296129,48.8,51.2,980275,43.2,56.8,34.2,4802715,3.3,0.6,70052,50751,11.1,2010
53,Washington,6744496,49.8,50.2,37.2,1583583,51.2,48.8,5160913,49.4,50.6,1591299,51.1,48.9,2739236,49.8,50.2,830378,44.6,55.4,33.8,4026014,2.9,0.9,66762,47686,13.4,2010
54,West Virginia,1853973,49.3,50.7,41.2,386683,51.3,48.7,1467290,48.7,51.3,390498,50.9,49.1,778186,49.6,50.4,298606,43.5,56.5,30.3,1188487,2.2,0.1,51293,35335,18.1,2010
55,Wisconsin,5691047,49.7,50.3,38.5,1336208,51.2,48.8,4354839,49.2,50.8,1271571,51.0,49.0,2303758,50.1,49.9,779510,43.5,56.5,34.1,3433222,1.7,0.3,56942,41483,13.2,2010
56,Wyoming,564460,50.9,49.1,36.7,136718,51.0,49.0,427742,50.8,49.2,133659,51.7,48.3,223897,51.6,48.4,70186,46.3,53.7,29.0,331994,5.0,0.4,57714,39330,11.2,2010
10420,"Akron, OH Metro Area",702951,48.6,51.4,39.7,156585,51.4,48.6,546366,47.8,52.2,157270,49.8,50.2,288470,48.6,51.4,100626,42.4,57.6,35.0,429315,0.8,0.4,60545,42470,15.5,2010
10580,"Albany-Schenectady-Troy, NY Metro Area",870832,48.9,51.1,39.5,185470,51.6,48.4,685362,48.2,51.8,201483,50.8,49.2,362066,48.8,51.2,121813,42.2,57.8,39.4,535298,1.8,0.4,64434,46920,11.5,2010
10740,"Albuquerque, NM Metro Area",892014,49.0,51.0,36.5,218081,50.4,49.6,673933,48.6,51.4,210274,50.7,49.3,353024,48.7,51.3,110635,44.0,56.0,36.2,522872,3.4,0.3,54553,42759,17.2,2010
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",822141,48.8,51.2,40.5,187379,51.5,48.5,634762,48.0,52.0,164992,50.4,49.6,344634,48.9,51.1,125136,42.2,57.8,33.5,516272,2.5,0.7,66316,44911,11.7,2010
12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",5288302,48.7,51.3,34.9,1399390,51.2,48.8,3888912,47.8,52.2,1251468,49.3,50.7,2165284,48.2,51.8,472160,42.0,58.0,36.1,3028215,2.6,0.5,65336,47268,14.8,2010
12260,"Augusta-Richmond County, GA-SC Metro Area",560293,49.0,51.0,36.7,139506,52.0,48.0,420787,48.0,52.0,130225,51.2,48.8,221369,47.7,52.3,69193,43.2,56.8,36.4,324058,4.1,0.7,57049,40440,19.9,2010
12420,"Austin-Round Rock-San Marcos, TX Metro Area",1728307,50.1,49.9,32.5,437770,51.2,48.8,1290537,49.7,50.3,494699,50.6,49.4,656246,50.4,49.6,139592,43.3,56.7,39.4,940188,2.6,0.8,65655,47045,15.9,2010
12540,"Bakersfield-Delano, CA Metro Area",842207,51.7,48.3,30.9,254898,51.4,48.6,587309,51.8,48.2,216026,54.6,45.4,295713,51.5,48.5,75570,45.1,54.9,39.2,429842,1.4,0.4,54451,40571,21.2,2010
12580,"Baltimore-Towson, MD Metro Area",2714183,48.2,51.8,38.2,622294,51.1,48.9,2091889,47.4,52.6,633436,49.4,50.6,1114555,47.9,52.1,343898,41.7,58.3,37.5,1631117,2.0,0.6,72173,54370,11.0,2010
12940,"Baton Rouge, LA Metro Area",804406,49.3,50.7,34.3,197207,51.8,48.2,607199,48.4,51.6,211424,50.1,49.9,307764,48.8,51.2,88011,43.4,56.6,38.7,449902,2.0,0.3,61778,38731,16.1,2010
13820,"Birmingham-Hoover, AL Metro Area",1128978,48.1,51.9,37.5,269333,50.9,49.1,859645,47.2,52.8,260297,48.5,51.5,453059,48.4,51.6,146289,41.3,58.7,32.9,678306,1.8,0.2,60460,42241,17.0,2010
14260,"Boise City-Nampa, ID Metro Area",619694,49.9,50.1,34.5,171720,50.9,49.1,447974,49.5,50.5,142116,50.1,49.9,236309,50.6,49.4,69549,44.6,55.4,29.4,349651,3.5,0.3,60156,38067,16.2,2010
14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",4560689,48.4,51.6,38.6,982124,51.0,49.0,3578565,47.6,52.4,1095385,49.4,50.6,1884422,48.4,51.6,598758,41.9,58.1,38.6,2777106,2.5,1.1,83946,58689,10.3,2010
14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",918714,48.6,51.4,39.6,227116,51.3,48.7,691598,47.7,52.3,178903,50.6,49.4,388237,48.3,51.7,124458,41.9,58.1,34.0,567096,2.5,0.9,118060,63553,9.4,2010
15380,"Buffalo-Niagara Falls, NY Metro Area",1135198,48.4,51.6,40.8,244228,51.2,48.8,890970,47.6,52.4,248594,50.4,49.6,463812,48.7,51.3,178564,40.8,59.2,39.0,702935,1.1,0.5,58141,42951,14.4,2010
15980,"Cape Coral-Fort Myers, FL Metro Area",620151,49.2,50.8,45.7,121065,51.6,48.4,499086,48.6,51.4,113061,50.7,49.3,239929,48.2,51.8,146096,47.6,52.4,27.9,418403,4.0,1.0,51154,39504,17.4,2010
16700,"Charleston-North Charleston-Summerville, SC Metro Area",667741,48.9,51.1,35.5,154000,50.2,49.8,513741,48.6,51.4,174904,50.9,49.1,261432,48.5,51.5,77405,43.2,56.8,37.9,384311,4.4,0.4,57896,39118,16.2,2010
16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",1764313,48.5,51.5,35.5,455528,50.6,49.4,1308785,47.7,52.3,411444,49.2,50.8,718516,48.3,51.7,178825,41.8,58.2,34.7,1025517,3.0,0.6,67178,44089,14.5,2010
16860,"Chattanooga, TN-GA Metro Area",530205,48.3,51.7,39.5,119873,50.6,49.4,410332,47.6,52.4,116113,49.9,50.1,216772,48.4,51.6,77447,41.9,58.1,28.4,327717,3.2,0.2,57872,39411,16.0,2010
16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",9474211,48.9,51.1,35.7,2377810,51.1,48.9,7096401,48.1,51.9,2258082,50.2,49.8,3754418,48.8,51.2,1083901,41.7,58.3,38.9,5508417,1.6,0.5,70570,50432,13.6,2010
17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",2133203,48.9,51.1,37.1,531377,51.1,48.9,1601826,48.2,51.8,477568,49.8,50.2,862518,49.1,50.9,261740,42.1,57.9,33.3,1258735,2.1,0.3,64530,46069,14.0,2010
17460,"Cleveland-Elyria-Mentor, OH Metro Area",2075758,48.0,52.0,40.7,479311,50.7,49.3,1596447,47.2,52.8,417642,49.6,50.4,863138,48.3,51.7,315667,41.2,58.8,35.8,1299266,1.2,0.3,61272,44039,15.1,2010
17820,"Colorado Springs, CO Metro Area",648943,49.9,50.1,34.5,167380,51.8,48.2,481563,49.3,50.7,160333,52.4,47.6,255448,48.8,51.2,65782,43.7,56.3,32.8,363780,7.3,1.7,58754,42656,13.3,2010
17900,"Columbia, SC Metro Area",770410,49.0,51.0,35.6,179507,51.4,48.6,590903,48.3,51.7,199136,50.9,49.1,303875,48.3,51.7,87892,42.6,57.4,38.2,443523,3.4,0.5,54318,40277,16.2,2010
18140,"Columbus, OH Metro Area",1840631,48.9,51.1,35.2,455015,50.7,49.3,1385616,48.4,51.6,461261,50.0,50.0,728750,49.0,51.0,195605,42.1,57.9,35.7,1056800,1.6,0.4,62265,46355,15.7,2010
19100,"Dallas-Fort Worth-Arlington, TX Metro Area",6402922,49.3,50.7,33.5,1779365,51.1,48.9,4623557,48.7,51.3,1559895,49.9,50.1,2497910,49.2,50.8,565752,42.9,57.1,34.3,3541390,1.8,0.5,63178,45469,14.6,2010
19380,"Dayton, OH Metro Area",841310,48.5,51.5,39.3,192696,51.7,48.3,648614,47.6,52.4,187063,49.6,50.4,335359,48.3,51.7,126192,42.5,57.5,33.9,510870,2.0,0.3,54615,41016,16.3,2010
19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",494527,48.9,51.1,45.3,92897,51.6,48.4,401630,48.3,51.7,95992,52.0,48.0,201042,48.4,51.6,104596,44.6,55.4,33.5,330144,3.0,0.4,52033,39124,16.3,2010
19740,"Denver-Aurora-Broomfield, CO Metro Area",2560529,49.7,50.3,35.8,636544,51.1,48.9,1923985,49.3,50.7,613659,50.7,49.3,1052336,49.9,50.1,257990,43.4,56.6,34.2,1505517,3.0,0.6,69566,51433,12.5,2010
